"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3956.98686449761/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xe42ba7ae5650edbd63545ed04f906f62eedb5f0f87fa480521373cee24f0bac7","21402584","1734201419","2024-12-14 18:36:59","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5","","0","0","0","0.00055502052312091","2.19620891951603","3869.58","","","Cancel Trades"
"0x17a35a6c519774c270ceab9996b4c855c629ff6f4e3805a6e5b62e88f1bea720","21402585","1734201431","2024-12-14 18:37:11","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000570859483917359","2.25888347933487","3869.58","","","Cancel"
"0x7a5b7bb9976b262ae1e22438991e240ebcb51aab8b80561e8b8e0a7aaf8febc3","21402587","1734201455","2024-12-14 18:37:35","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000358040590270572","1.41676191265762","3869.58","","","Cancel"
"0x576229b95758906eea883d3feb52afaedcdc537384124cc2d7eff9ea86bdb67b","21402639","1734202079","2024-12-14 18:47:59","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0xa9e5228e9334e68b3478a8fcb5cd653a85b777df","","0","0","0","0.001005725588540112","3.97964294314235","3869.58","","","Burn Fractions"
"0xc431d0b4c1c8fc3fc1dc03aa4290eda650187846c261a95fc25f947797819621","21402685","1734202631","2024-12-14 18:57:11","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0.68","2690.75106785837","0.001486508321169109","5.88209390083256","3869.58","","","Fulfill Order"
"0x26c1f6072b8da745d9a91256ade5f562b90b1cd6616b3aa24da8c2d58236a2df","21405908","1734241427","2024-12-15 05:43:47","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000362006395032999","1.43245455000971","3957.80","","","Cancel"
"0x803d32114ac958f3b28745c27cbde7f72949a60e258002fe39b9db7461e4a440","21406940","1734253871","2024-12-15 09:11:11","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0.649","2568.08447505895","0.001036150743824105","4.10003488295141","3957.80","","","Fulfill Advanced Order"
"0xb50a5dd8dc7fb79a793cdf4a9850d98802dbb79c441a2743b7f35df0879253c3","21407024","1734254891","2024-12-15 09:28:11","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000378305729269034","1.49695080148176","3957.80","","","Cancel"
"0xbfb6f89d61947ed2599613964cbcdd72dfea53606f8099ec457c0c97fb883907","21408737","1734275603","2024-12-15 15:13:23","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5","","0","0","0","0.000613241154958222","2.42658719493903","3957.80","","","Cancel Trades"
"0x1a741ae02db37f4afd3b250c834b7c0d1818ec8d7870d6a017cac8f9a1662269","21408746","1734275711","2024-12-15 15:15:11","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000588979970170496","2.33058600541685","3957.80","","","Cancel"
"0x31a0d036dae6a0f3f6337816c86aa22cb5c833882307926710eb50f0335607a1","21408750","1734275759","2024-12-15 15:15:59","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0x0000000000000068f116a894984e2db1123eb395","","0","0","0","0.000904584207475076","3.57942782681086","3957.80","","","Cancel"
"0x3e4467c2bff607fa1a16949168f58cb0f4abb9dce268b7449353620e9120868f","21412345","1734319127","2024-12-16 03:18:47","0xdfe81df9ff27a7200240695e93bdb6cc5f9f60e6","0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5","","0","0.589930000000000065","2334.34526097308","0.00154646863437534","6.11935607258078","","","","Take Ask Single"
